issue_id,report_id,issue_date,issue_type,severity,source_system,assigned_analyst_id,resolution_hours,issue_status,root_cause
DQI00552,RPT0114,2025-04-25,Delayed Data,High,ERP,A017,76,Open,Source System
DQI00553,RPT0081,2026-07-28,Delayed Data,Low,Core Banking,A025,46,Resolved,Data Entry
DQI00554,RPT0020,2026-03-07,Invalid Format,Low,Core Banking,A022,111,Open,Transformation Logic
DQI00555,RPT0087,2026-07-31,Duplicate Records,Low,Risk System,A024,120,Under Investigation,Mapping Issue
DQI00556,RPT0069,2026-05-09,Delayed Data,Low,Risk System,A004,17,Under Investigation,Database Issue
DQI00557,RPT0068,2024-10-11,Incorrect Values,Low,Risk System,A007,25,Under Investigation,Source System
DQI00558,RPT0002,2024-10-26,Incorrect Values,High,Data Warehouse,A016,26,Resolved,Source System
DQI00559,RPT0104,2025-06-17,Delayed Data,Medium,CRM,A008,30,Under Investigation,Database Issue
DQI00560,RPT0056,2025-10-26,Missing Data,Low,HR System,A016,96,Open,Mapping Issue
DQI00561,RPT0112,2025-06-24,Invalid Format,Medium,CRM,A019,90,Under Investigation,Source System
DQI00562,RPT0109,2025-10-22,Incorrect Values,Medium,Data Warehouse,A004,3,Under Investigation,Mapping Issue
DQI00563,RPT0038,2025-04-30,Incorrect Values,Low,Risk System,A010,64,Open,Unknown
DQI00564,RPT0076,2026-06-16,Null Values,Low,CRM,A010,57,Resolved,Database Issue
DQI00565,RPT0027,2025-03-22,Data Mismatch,Medium,Client Database,A021,62,Open,Transformation Logic
DQI00566,RPT0082,2025-09-27,Invalid Format,Low,Core Banking,A024,120,Open,Mapping Issue
DQI00567,RPT0077,2025-08-10,Delayed Data,Medium,Data Warehouse,A020,42,Resolved,Database Issue
DQI00568,RPT0030,2026-08-02,Invalid Format,Medium,ERP,A023,54,Open,Transformation Logic
DQI00569,RPT0063,2026-06-29,Incorrect Values,Low,Risk System,A002,31,Resolved,Unknown
DQI00570,RPT0074,2024-08-29,Delayed Data,High,HR System,A002,12,Open,Mapping Issue
DQI00571,RPT0104,2026-04-22,Incorrect Values,Medium,CRM,A009,89,Resolved,Unknown
DQI00572,RPT0115,2026-02-15,Duplicate Records,Low,Data Warehouse,A013,4,Under Investigation,Unknown
DQI00573,RPT0100,2025-12-16,Duplicate Records,High,Client Database,A015,75,Open,Unknown
DQI00574,RPT0096,2025-11-19,Invalid Format,Medium,Data Warehouse,A002,83,Open,Unknown
DQI00575,RPT0061,2025-09-29,Delayed Data,Medium,Risk System,A001,15,Resolved,Unknown
DQI00576,RPT0055,2026-04-19,Null Values,Low,HR System,A008,32,Open,Data Entry
DQI00577,RPT0032,2025-07-11,Duplicate Records,Medium,Client Database,A002,61,Resolved,Transformation Logic
DQI00578,RPT0025,2024-11-15,Delayed Data,Critical,Core Banking,A003,35,Resolved,Data Entry
DQI00579,RPT0016,2025-07-07,Data Mismatch,High,Risk System,A014,93,Under Investigation,Database Issue
DQI00580,RPT0014,2024-12-14,Missing Data,Low,HR System,A010,10,Open,Mapping Issue
DQI00581,RPT0057,2024-12-13,Duplicate Records,High,ERP,A009,5,Open,Database Issue
DQI00582,RPT0030,2025-11-03,Null Values,Medium,HR System,A012,98,Open,Source System
DQI00583,RPT0102,2025-11-19,Incorrect Values,Low,Data Warehouse,A010,46,Open,Transformation Logic
DQI00584,RPT0051,2025-11-15,Missing Data,Low,Client Database,A018,101,Open,Database Issue
DQI00585,RPT0061,2026-04-01,Data Mismatch,Low,HR System,A024,31,Resolved,Source System
DQI00586,RPT0114,2026-08-19,Invalid Format,Medium,Client Database,A009,68,Resolved,Database Issue
DQI00587,RPT0071,2024-11-05,Missing Data,Low,HR System,A012,40,Open,Database Issue
DQI00588,RPT0048,2026-08-08,Missing Data,Medium,Data Warehouse,A001,53,Under Investigation,Database Issue
DQI00589,RPT0034,2024-11-10,Invalid Format,Critical,CRM,A017,103,Under Investigation,Database Issue
DQI00590,RPT0037,2025-10-31,Invalid Format,Low,Core Banking,A013,18,Under Investigation,Transformation Logic
DQI00591,RPT0056,2026-04-17,Null Values,Medium,CRM,A015,23,Resolved,Data Entry
DQI00592,RPT0104,2024-11-06,Missing Data,Medium,Client Database,A015,120,Resolved,Mapping Issue
DQI00593,RPT0073,2026-04-22,Missing Data,High,ERP,A023,35,Resolved,Database Issue
DQI00594,RPT0018,2025-03-30,Data Mismatch,Low,Risk System,A005,118,Under Investigation,Unknown
DQI00595,RPT0040,2026-06-24,Invalid Format,Low,Core Banking,A001,2,Under Investigation,Transformation Logic
DQI00596,RPT0101,2025-10-10,Invalid Format,Low,HR System,A008,69,Open,Database Issue
DQI00597,RPT0037,2026-07-04,Missing Data,Low,Data Warehouse,A014,53,Open,Database Issue
DQI00598,RPT0072,2025-05-14,Data Mismatch,Low,HR System,A014,27,Under Investigation,Source System
DQI00599,RPT0094,2026-07-02,Duplicate Records,Low,Data Warehouse,A021,120,Resolved,Unknown
DQI00600,RPT0090,2025-07-05,Data Mismatch,Low,Risk System,A018,105,Resolved,Database Issue
DQI00601,RPT0027,2025-03-13,Incorrect Values,Low,HR System,A019,116,Resolved,Data Entry
DQI00602,RPT0005,2025-06-13,Delayed Data,Medium,ERP,A003,33,Resolved,Mapping Issue
DQI00603,RPT0084,2026-01-10,Data Mismatch,Medium,ERP,A008,8,Under Investigation,Data Entry
DQI00604,RPT0098,2025-09-01,Invalid Format,Low,Client Database,A015,62,Open,Source System
DQI00605,RPT0077,2025-11-07,Data Mismatch,Low,CRM,A016,41,Resolved,Mapping Issue
DQI00606,RPT0068,2025-12-05,Invalid Format,High,Client Database,A003,34,Resolved,Data Entry
DQI00607,RPT0012,2025-08-22,Duplicate Records,Medium,Data Warehouse,A016,77,Under Investigation,Source System
DQI00608,RPT0032,2024-09-18,Delayed Data,Low,Data Warehouse,A020,87,Under Investigation,Transformation Logic
DQI00609,RPT0116,2024-12-31,Delayed Data,Medium,HR System,A019,44,Resolved,Source System
DQI00610,RPT0024,2025-03-21,Duplicate Records,High,Risk System,A015,103,Under Investigation,Database Issue
DQI00611,RPT0045,2025-06-28,Data Mismatch,Low,ERP,A019,75,Open,Transformation Logic
DQI00612,RPT0067,2024-12-09,Data Mismatch,High,HR System,A005,77,Resolved,Transformation Logic
DQI00613,RPT0039,2025-12-13,Duplicate Records,Low,Risk System,A017,82,Open,Source System
DQI00614,RPT0056,2025-12-05,Missing Data,High,Risk System,A022,45,Resolved,Transformation Logic
DQI00615,RPT0050,2026-01-30,Null Values,Critical,Data Warehouse,A018,90,Resolved,Source System
DQI00616,RPT0063,2026-02-09,Incorrect Values,Medium,CRM,A003,51,Open,Unknown
DQI00617,RPT0072,2025-06-28,Null Values,Critical,CRM,A009,21,Open,Mapping Issue
DQI00618,RPT0005,2024-09-19,Null Values,Low,Client Database,A007,22,Open,Transformation Logic
DQI00619,RPT0065,2025-06-23,Data Mismatch,Low,Core Banking,A013,41,Resolved,Transformation Logic
DQI00620,RPT0072,2026-07-11,Delayed Data,High,Data Warehouse,A023,84,Resolved,Mapping Issue
DQI00621,RPT0017,2026-07-03,Null Values,High,Risk System,A015,104,Open,Mapping Issue
DQI00622,RPT0025,2025-05-04,Data Mismatch,Low,Client Database,A021,99,Under Investigation,Data Entry
DQI00623,RPT0053,2026-02-07,Invalid Format,Medium,Client Database,A019,32,Under Investigation,Source System
DQI00624,RPT0038,2025-02-20,Null Values,Medium,CRM,A023,62,Open,Database Issue
DQI00625,RPT0114,2024-09-27,Invalid Format,Medium,Data Warehouse,A013,30,Under Investigation,Transformation Logic
DQI00626,RPT0107,2026-03-22,Data Mismatch,Medium,Risk System,A012,96,Open,Source System
DQI00627,RPT0046,2025-08-24,Delayed Data,High,ERP,A011,36,Open,Mapping Issue
DQI00628,RPT0068,2026-08-05,Data Mismatch,Medium,Core Banking,A019,115,Resolved,Unknown
DQI00629,RPT0030,2025-03-16,Incorrect Values,Medium,Data Warehouse,A003,66,Under Investigation,Unknown
DQI00630,RPT0090,2026-07-17,Delayed Data,High,ERP,A015,118,Open,Data Entry
DQI00631,RPT0022,2025-06-05,Delayed Data,Medium,ERP,A025,117,Under Investigation,Mapping Issue
DQI00632,RPT0035,2024-09-04,Duplicate Records,Low,Core Banking,A001,36,Resolved,Data Entry
DQI00633,RPT0082,2025-05-09,Data Mismatch,High,CRM,A005,65,Resolved,Mapping Issue
DQI00634,RPT0043,2026-05-16,Duplicate Records,High,Risk System,A019,81,Under Investigation,Database Issue
DQI00635,RPT0014,2026-04-28,Data Mismatch,High,HR System,A001,99,Resolved,Mapping Issue
DQI00636,RPT0021,2025-04-12,Duplicate Records,Medium,Client Database,A010,99,Resolved,Transformation Logic
DQI00637,RPT0093,2025-04-18,Delayed Data,High,CRM,A010,106,Resolved,Mapping Issue
DQI00638,RPT0056,2025-03-25,Invalid Format,Low,Client Database,A018,22,Resolved,Database Issue
DQI00639,RPT0110,2026-06-05,Incorrect Values,Medium,CRM,A001,42,Under Investigation,Mapping Issue
DQI00640,RPT0106,2025-09-05,Missing Data,High,Client Database,A015,80,Resolved,Mapping Issue
DQI00641,RPT0027,2026-06-17,Invalid Format,High,Client Database,A007,66,Under Investigation,Source System
DQI00642,RPT0005,2026-02-11,Delayed Data,Low,ERP,A022,40,Open,Data Entry
DQI00643,RPT0116,2026-02-02,Duplicate Records,Medium,CRM,A003,47,Open,Data Entry
DQI00644,RPT0061,2024-11-04,Incorrect Values,Medium,Core Banking,A017,42,Open,Transformation Logic
DQI00645,RPT0002,2026-06-25,Delayed Data,Medium,HR System,A022,11,Open,Unknown
DQI00646,RPT0044,2025-02-13,Missing Data,Medium,Data Warehouse,A002,102,Open,Data Entry
DQI00647,RPT0081,2024-12-02,Delayed Data,Medium,Risk System,A010,93,Resolved,Source System
DQI00648,RPT0004,2025-04-10,Missing Data,Medium,HR System,A014,101,Open,Source System
DQI00649,RPT0111,2026-03-20,Null Values,Medium,CRM,A022,88,Open,Transformation Logic
DQI00650,RPT0052,2025-07-30,Data Mismatch,Critical,CRM,A023,50,Resolved,Data Entry
DQI00651,RPT0077,2026-04-13,Incorrect Values,Low,Data Warehouse,A023,50,Under Investigation,Source System
DQI00652,RPT0030,2026-05-23,Incorrect Values,Medium,Risk System,A023,29,Open,Database Issue
DQI00653,RPT0043,2025-04-26,Incorrect Values,Critical,Risk System,A012,60,Open,Mapping Issue
DQI00654,RPT0025,2025-03-17,Data Mismatch,High,Core Banking,A025,73,Resolved,Mapping Issue
DQI00655,RPT0112,2026-03-09,Duplicate Records,Low,Client Database,A018,32,Resolved,Unknown
DQI00656,RPT0056,2025-07-09,Invalid Format,Low,Client Database,A013,77,Open,Unknown
DQI00657,RPT0110,2025-12-02,Invalid Format,Low,HR System,A022,102,Resolved,Database Issue
DQI00658,RPT0072,2026-01-03,Incorrect Values,Medium,CRM,A010,68,Resolved,Data Entry
DQI00659,RPT0029,2024-10-28,Duplicate Records,Medium,Core Banking,A017,55,Open,Data Entry
DQI00660,RPT0096,2025-01-12,Duplicate Records,Low,Data Warehouse,A004,104,Under Investigation,Transformation Logic
DQI00661,RPT0111,2025-07-29,Delayed Data,High,ERP,A006,9,Under Investigation,Unknown
DQI00662,RPT0003,2025-01-31,Duplicate Records,High,Client Database,A021,114,Under Investigation,Data Entry
DQI00663,RPT0021,2026-07-30,Missing Data,Low,CRM,A007,89,Open,Unknown
DQI00664,RPT0078,2026-05-21,Null Values,Low,Client Database,A020,58,Resolved,Source System
DQI00665,RPT0050,2025-07-02,Incorrect Values,Medium,Risk System,A025,53,Under Investigation,Mapping Issue
DQI00666,RPT0049,2026-03-18,Duplicate Records,Low,HR System,A007,9,Open,Data Entry
DQI00667,RPT0057,2025-08-31,Delayed Data,Medium,HR System,A003,27,Under Investigation,Unknown
DQI00668,RPT0037,2026-04-01,Null Values,Medium,CRM,A008,8,Open,Mapping Issue
DQI00669,RPT0078,2025-09-25,Data Mismatch,Medium,Core Banking,A019,64,Under Investigation,Unknown
DQI00670,RPT0093,2026-06-24,Invalid Format,Medium,ERP,A009,18,Under Investigation,Mapping Issue
DQI00671,RPT0076,2025-06-06,Data Mismatch,Medium,Data Warehouse,A016,12,Open,Data Entry
DQI00672,RPT0104,2026-05-19,Delayed Data,High,ERP,A001,17,Under Investigation,Data Entry
DQI00673,RPT0119,2024-10-02,Invalid Format,Low,ERP,A018,5,Under Investigation,Database Issue
DQI00674,RPT0039,2025-09-24,Incorrect Values,High,ERP,A018,117,Under Investigation,Database Issue
DQI00675,RPT0058,2026-04-26,Null Values,Low,Data Warehouse,A019,77,Open,Source System
DQI00676,RPT0063,2024-12-21,Data Mismatch,Low,Core Banking,A025,51,Under Investigation,Database Issue
DQI00677,RPT0075,2024-10-09,Delayed Data,Medium,Data Warehouse,A020,79,Resolved,Database Issue
DQI00678,RPT0030,2025-04-18,Delayed Data,High,Client Database,A003,56,Open,Source System
DQI00679,RPT0075,2026-02-22,Duplicate Records,Medium,CRM,A024,43,Under Investigation,Database Issue
DQI00680,RPT0037,2025-09-17,Missing Data,Low,Risk System,A010,89,Open,Mapping Issue
DQI00681,RPT0058,2025-06-29,Data Mismatch,Low,ERP,A012,8,Open,Data Entry
DQI00682,RPT0072,2024-12-03,Duplicate Records,Low,Data Warehouse,A003,63,Resolved,Database Issue
DQI00683,RPT0084,2026-04-18,Data Mismatch,Low,ERP,A018,107,Open,Data Entry
DQI00684,RPT0012,2026-06-12,Data Mismatch,High,Risk System,A020,42,Resolved,Database Issue
DQI00685,RPT0103,2025-10-01,Incorrect Values,Low,CRM,A008,50,Open,Database Issue
DQI00686,RPT0004,2026-07-03,Delayed Data,Low,ERP,A011,114,Open,Database Issue
DQI00687,RPT0015,2025-11-04,Delayed Data,High,HR System,A001,90,Under Investigation,Unknown
DQI00688,RPT0062,2024-09-11,Delayed Data,Medium,Data Warehouse,A001,65,Under Investigation,Mapping Issue
DQI00689,RPT0074,2025-01-01,Missing Data,Medium,HR System,A022,26,Under Investigation,Transformation Logic
DQI00690,RPT0023,2025-01-16,Delayed Data,High,Core Banking,A013,82,Open,Database Issue
DQI00691,RPT0099,2026-06-30,Data Mismatch,High,Core Banking,A025,90,Under Investigation,Mapping Issue
DQI00692,RPT0062,2026-05-28,Missing Data,High,Risk System,A016,99,Resolved,Database Issue
DQI00693,RPT0094,2025-01-22,Data Mismatch,Medium,Data Warehouse,A024,54,Under Investigation,Mapping Issue
DQI00694,RPT0029,2026-06-01,Duplicate Records,Low,Risk System,A018,103,Open,Transformation Logic
DQI00695,RPT0002,2024-10-03,Missing Data,High,ERP,A005,32,Under Investigation,Mapping Issue
DQI00696,RPT0079,2025-03-01,Invalid Format,Low,Client Database,A014,106,Open,Source System
DQI00697,RPT0047,2024-09-14,Data Mismatch,Medium,Risk System,A009,52,Under Investigation,Mapping Issue
DQI00698,RPT0029,2025-08-09,Null Values,Medium,Data Warehouse,A010,42,Open,Transformation Logic
DQI00699,RPT0044,2024-09-28,Delayed Data,High,Core Banking,A004,85,Resolved,Source System
DQI00700,RPT0007,2026-08-03,Data Mismatch,Medium,Client Database,A021,23,Resolved,Source System
DQI00701,RPT0079,2025-05-26,Null Values,Medium,ERP,A009,69,Under Investigation,Transformation Logic
DQI00702,RPT0087,2026-02-18,Missing Data,Medium,Client Database,A006,103,Resolved,Data Entry
DQI00703,RPT0004,2025-01-21,Data Mismatch,Low,Core Banking,A021,43,Open,Mapping Issue
DQI00704,RPT0077,2025-03-20,Delayed Data,Medium,CRM,A002,55,Resolved,Database Issue
DQI00705,RPT0012,2025-06-02,Duplicate Records,Low,Risk System,A011,26,Resolved,Data Entry
DQI00706,RPT0016,2026-05-21,Incorrect Values,Low,Core Banking,A021,116,Open,Data Entry
DQI00707,RPT0103,2025-08-15,Incorrect Values,Medium,ERP,A015,90,Open,Database Issue
DQI00708,RPT0084,2025-09-16,Null Values,Medium,Risk System,A006,13,Open,Mapping Issue
DQI00709,RPT0074,2025-06-24,Invalid Format,High,HR System,A007,109,Resolved,Transformation Logic
DQI00710,RPT0108,2025-12-26,Incorrect Values,Low,Client Database,A010,57,Resolved,Source System
DQI00711,RPT0102,2026-08-06,Incorrect Values,Low,Core Banking,A015,34,Open,Mapping Issue
DQI00712,RPT0092,2024-11-24,Null Values,Low,HR System,A006,107,Under Investigation,Unknown
DQI00713,RPT0054,2026-01-31,Missing Data,High,Core Banking,A003,95,Resolved,Transformation Logic
DQI00714,RPT0082,2024-09-12,Incorrect Values,Low,HR System,A016,10,Resolved,Unknown
DQI00715,RPT0106,2025-02-23,Data Mismatch,Low,ERP,A007,49,Open,Unknown
DQI00716,RPT0115,2025-06-05,Incorrect Values,Critical,Core Banking,A010,91,Open,Unknown
DQI00717,RPT0103,2025-09-03,Null Values,Low,CRM,A008,86,Under Investigation,Data Entry
DQI00718,RPT0087,2025-11-24,Data Mismatch,Medium,ERP,A014,60,Open,Data Entry
DQI00719,RPT0078,2025-08-01,Missing Data,Medium,Risk System,A025,113,Under Investigation,Database Issue
DQI00720,RPT0078,2025-01-04,Delayed Data,Low,CRM,A010,116,Under Investigation,Transformation Logic
DQI00721,RPT0113,2026-06-27,Duplicate Records,High,Risk System,A021,45,Open,Transformation Logic
DQI00722,RPT0056,2025-08-23,Invalid Format,Low,ERP,A018,106,Under Investigation,Mapping Issue
DQI00723,RPT0064,2025-11-18,Invalid Format,High,HR System,A017,2,Resolved,Transformation Logic
DQI00724,RPT0092,2025-10-22,Delayed Data,High,Data Warehouse,A011,38,Resolved,Transformation Logic
DQI00725,RPT0006,2025-05-18,Incorrect Values,Medium,Data Warehouse,A022,101,Open,Database Issue
DQI00726,RPT0041,2025-05-14,Null Values,Low,CRM,A012,96,Under Investigation,Database Issue
DQI00727,RPT0034,2024-12-25,Duplicate Records,High,CRM,A025,87,Open,Unknown
DQI00728,RPT0054,2026-06-01,Null Values,High,HR System,A012,36,Resolved,Transformation Logic
DQI00729,RPT0085,2026-07-15,Delayed Data,Low,HR System,A021,4,Open,Source System
DQI00730,RPT0045,2025-03-08,Null Values,Low,Risk System,A019,94,Open,Transformation Logic
DQI00731,RPT0031,2026-03-24,Duplicate Records,Medium,Risk System,A001,44,Resolved,Source System
DQI00732,RPT0040,2026-05-27,Incorrect Values,Low,ERP,A025,50,Under Investigation,Data Entry
DQI00733,RPT0017,2026-02-06,Null Values,Low,Client Database,A001,99,Under Investigation,Data Entry
DQI00734,RPT0075,2024-10-29,Missing Data,Low,ERP,A025,9,Under Investigation,Transformation Logic
DQI00735,RPT0007,2025-03-29,Incorrect Values,Low,Data Warehouse,A018,120,Open,Transformation Logic
DQI00736,RPT0088,2024-09-10,Null Values,Low,ERP,A019,45,Resolved,Source System
DQI00737,RPT0094,2025-06-16,Incorrect Values,Low,Risk System,A021,83,Resolved,Transformation Logic
DQI00738,RPT0050,2024-09-27,Duplicate Records,Medium,ERP,A001,114,Open,Unknown
DQI00739,RPT0091,2024-12-24,Invalid Format,Medium,Core Banking,A024,49,Open,Transformation Logic
DQI00740,RPT0064,2026-06-14,Incorrect Values,High,Core Banking,A013,79,Open,Unknown
DQI00741,RPT0029,2025-11-07,Delayed Data,High,Risk System,A008,90,Under Investigation,Transformation Logic
DQI00742,RPT0027,2026-04-17,Null Values,Medium,CRM,A001,39,Under Investigation,Unknown
DQI00743,RPT0066,2025-02-02,Delayed Data,Medium,Core Banking,A025,66,Open,Database Issue
DQI00744,RPT0113,2026-06-16,Duplicate Records,Medium,Client Database,A001,102,Under Investigation,Database Issue
DQI00745,RPT0112,2025-02-07,Duplicate Records,Low,Risk System,A017,94,Resolved,Database Issue
DQI00746,RPT0088,2026-01-04,Duplicate Records,Medium,Risk System,A003,3,Under Investigation,Database Issue
DQI00747,RPT0081,2025-02-10,Null Values,Medium,HR System,A019,48,Under Investigation,Database Issue
DQI00748,RPT0082,2026-01-28,Null Values,Low,HR System,A024,103,Resolved,Mapping Issue
DQI00749,RPT0054,2025-01-27,Incorrect Values,High,ERP,A022,113,Open,Unknown
DQI00750,RPT0001,2025-03-17,Invalid Format,Medium,ERP,A006,61,Open,Source System
DQI00751,RPT0065,2026-01-08,Null Values,High,Data Warehouse,A012,83,Under Investigation,Mapping Issue
DQI00752,RPT0075,2025-07-04,Missing Data,High,Client Database,A002,103,Under Investigation,Transformation Logic
DQI00753,RPT0085,2025-09-22,Incorrect Values,Low,ERP,A002,115,Open,Mapping Issue
DQI00754,RPT0007,2024-09-04,Delayed Data,High,Data Warehouse,A010,118,Resolved,Database Issue
DQI00755,RPT0034,2026-06-22,Data Mismatch,Low,Client Database,A009,107,Open,Mapping Issue
DQI00756,RPT0020,2026-04-18,Duplicate Records,Low,Core Banking,A021,7,Open,Data Entry
DQI00757,RPT0082,2026-04-08,Data Mismatch,Low,CRM,A019,32,Open,Source System
DQI00758,RPT0096,2026-01-31,Invalid Format,High,HR System,A001,81,Resolved,Source System
DQI00759,RPT0097,2024-08-26,Null Values,Low,Data Warehouse,A016,27,Resolved,Database Issue
DQI00760,RPT0095,2025-08-23,Invalid Format,Medium,Data Warehouse,A020,11,Under Investigation,Data Entry
DQI00761,RPT0082,2026-07-28,Data Mismatch,High,Risk System,A013,12,Open,Unknown
DQI00762,RPT0004,2024-11-30,Data Mismatch,Medium,Data Warehouse,A023,10,Under Investigation,Transformation Logic
DQI00763,RPT0054,2026-01-04,Data Mismatch,Low,Core Banking,A005,45,Under Investigation,Unknown
DQI00764,RPT0088,2025-01-01,Duplicate Records,Low,Risk System,A025,15,Resolved,Source System
DQI00765,RPT0050,2025-11-29,Missing Data,Medium,CRM,A021,96,Under Investigation,Transformation Logic
DQI00766,RPT0073,2026-05-04,Incorrect Values,Low,CRM,A002,22,Open,Data Entry
DQI00767,RPT0113,2024-08-26,Invalid Format,Low,Data Warehouse,A023,51,Under Investigation,Data Entry
DQI00768,RPT0049,2025-02-09,Missing Data,Low,CRM,A010,72,Resolved,Database Issue
DQI00769,RPT0051,2025-03-04,Duplicate Records,High,Data Warehouse,A005,14,Resolved,Transformation Logic
DQI00770,RPT0108,2025-12-05,Incorrect Values,High,HR System,A009,50,Open,Mapping Issue
DQI00771,RPT0102,2026-05-07,Data Mismatch,Low,Data Warehouse,A002,8,Open,Mapping Issue
DQI00772,RPT0117,2025-04-14,Duplicate Records,Critical,Data Warehouse,A017,64,Under Investigation,Database Issue
DQI00773,RPT0070,2026-02-24,Incorrect Values,Low,CRM,A002,17,Resolved,Mapping Issue
DQI00774,RPT0065,2026-02-21,Delayed Data,Low,HR System,A009,5,Open,Database Issue
DQI00775,RPT0093,2026-01-01,Null Values,High,CRM,A024,70,Resolved,Unknown
DQI00776,RPT0045,2025-03-21,Missing Data,Low,Risk System,A013,96,Open,Mapping Issue
DQI00777,RPT0095,2025-07-15,Invalid Format,Medium,Core Banking,A018,56,Under Investigation,Data Entry
DQI00778,RPT0076,2026-07-16,Incorrect Values,Medium,CRM,A008,59,Under Investigation,Transformation Logic
DQI00779,RPT0094,2025-06-08,Data Mismatch,Medium,Core Banking,A021,113,Under Investigation,Unknown
DQI00780,RPT0120,2026-06-12,Null Values,High,Client Database,A003,64,Resolved,Database Issue
DQI00781,RPT0075,2025-05-17,Invalid Format,High,Risk System,A021,81,Resolved,Unknown
DQI00782,RPT0037,2025-08-11,Data Mismatch,High,Client Database,A023,69,Open,Data Entry
DQI00783,RPT0069,2025-03-03,Null Values,Low,CRM,A010,7,Open,Transformation Logic
DQI00784,RPT0034,2025-02-05,Duplicate Records,Low,Client Database,A018,5,Resolved,Source System
DQI00785,RPT0001,2025-08-17,Null Values,High,CRM,A005,6,Open,Mapping Issue
DQI00786,RPT0045,2025-04-11,Incorrect Values,Low,ERP,A023,59,Under Investigation,Mapping Issue
DQI00787,RPT0012,2026-01-27,Null Values,High,Data Warehouse,A007,93,Under Investigation,Transformation Logic
DQI00788,RPT0110,2025-09-28,Missing Data,Low,Risk System,A005,62,Under Investigation,Transformation Logic
DQI00789,RPT0045,2026-05-22,Null Values,Low,Client Database,A006,105,Resolved,Mapping Issue
DQI00790,RPT0029,2025-12-17,Duplicate Records,High,HR System,A008,51,Resolved,Database Issue
DQI00791,RPT0096,2025-06-24,Missing Data,High,Core Banking,A018,102,Under Investigation,Unknown
DQI00792,RPT0092,2025-11-16,Invalid Format,Low,Data Warehouse,A023,67,Resolved,Source System
DQI00793,RPT0003,2024-11-07,Incorrect Values,Low,Core Banking,A010,66,Under Investigation,Transformation Logic
DQI00794,RPT0107,2024-08-25,Incorrect Values,Low,Risk System,A015,89,Open,Transformation Logic
DQI00795,RPT0014,2025-09-21,Duplicate Records,Low,HR System,A013,58,Under Investigation,Source System
DQI00796,RPT0013,2026-01-16,Delayed Data,Low,Risk System,A022,117,Open,Mapping Issue
DQI00797,RPT0048,2026-06-05,Duplicate Records,High,ERP,A003,118,Open,Transformation Logic
DQI00798,RPT0106,2026-06-02,Data Mismatch,High,HR System,A015,27,Resolved,Source System
DQI00799,RPT0120,2025-06-06,Null Values,Low,Data Warehouse,A018,2,Open,Database Issue
DQI00800,RPT0095,2025-10-30,Incorrect Values,Medium,Risk System,A010,55,Resolved,Data Entry
DQI00801,RPT0112,2026-01-04,Duplicate Records,Medium,Client Database,A010,46,Open,Database Issue
DQI00802,RPT0060,2025-11-24,Duplicate Records,Medium,Core Banking,A006,83,Open,Transformation Logic
DQI00803,RPT0049,2025-12-06,Data Mismatch,Low,Client Database,A019,120,Under Investigation,Unknown
DQI00804,RPT0104,2025-03-27,Invalid Format,Medium,Risk System,A008,63,Under Investigation,Database Issue
DQI00805,RPT0116,2025-04-08,Data Mismatch,Medium,Data Warehouse,A002,82,Resolved,Unknown
DQI00806,RPT0032,2026-02-02,Invalid Format,Low,HR System,A016,85,Under Investigation,Source System
DQI00807,RPT0003,2024-11-11,Invalid Format,Low,Client Database,A012,94,Under Investigation,Unknown
DQI00808,RPT0102,2025-08-29,Invalid Format,Critical,HR System,A003,58,Open,Unknown
DQI00809,RPT0079,2024-10-08,Missing Data,Critical,Data Warehouse,A024,81,Under Investigation,Unknown
DQI00810,RPT0008,2025-05-08,Duplicate Records,Medium,HR System,A010,30,Open,Mapping Issue
DQI00811,RPT0054,2025-03-22,Invalid Format,Low,CRM,A023,77,Resolved,Data Entry
DQI00812,RPT0091,2025-12-30,Invalid Format,Medium,Core Banking,A022,79,Under Investigation,Unknown
DQI00813,RPT0100,2025-04-29,Duplicate Records,High,Client Database,A025,104,Open,Source System
DQI00814,RPT0105,2026-06-20,Null Values,Medium,Client Database,A022,89,Resolved,Mapping Issue
DQI00815,RPT0066,2025-03-23,Invalid Format,Low,CRM,A011,99,Under Investigation,Unknown
DQI00816,RPT0085,2025-03-10,Data Mismatch,Medium,Risk System,A007,8,Resolved,Database Issue
DQI00817,RPT0082,2026-01-11,Incorrect Values,Medium,Client Database,A007,12,Open,Transformation Logic
DQI00818,RPT0053,2026-02-23,Delayed Data,Low,ERP,A011,28,Open,Database Issue
DQI00819,RPT0057,2026-07-14,Delayed Data,Low,Client Database,A021,65,Resolved,Data Entry
DQI00820,RPT0090,2026-01-08,Incorrect Values,Medium,Core Banking,A004,117,Under Investigation,Mapping Issue
DQI00821,RPT0103,2025-04-09,Duplicate Records,Medium,Client Database,A016,14,Under Investigation,Data Entry
DQI00822,RPT0037,2025-01-13,Delayed Data,Low,Data Warehouse,A010,54,Resolved,Database Issue
DQI00823,RPT0068,2024-12-14,Duplicate Records,Medium,ERP,A024,52,Open,Database Issue
DQI00824,RPT0082,2025-09-25,Delayed Data,Medium,ERP,A019,94,Open,Source System
DQI00825,RPT0091,2026-04-06,Duplicate Records,Medium,Client Database,A002,73,Under Investigation,Data Entry
DQI00826,RPT0020,2025-02-22,Delayed Data,Low,Data Warehouse,A005,103,Open,Mapping Issue
